,Dates,Country,Market Name,Currency,Exchange_Rate
6226,2026-03-01,Madagascar,Amboronabo,MGA,4169.27
6227,2026-04-01,Madagascar,Amboronabo,MGA,4155.45
6228,2026-01-01,Madagascar,Amboropotsy,MGA,4537.24
6229,2026-02-01,Madagascar,Amboropotsy,MGA,4369.62
6230,2026-03-01,Madagascar,Amboropotsy,MGA,4169.27
6231,2026-04-01,Madagascar,Amboropotsy,MGA,4155.45
6232,2026-01-01,Madagascar,Ambovombe-androy,MGA,4537.24
6233,2026-02-01,Madagascar,Ambovombe-androy,MGA,4369.62
6234,2026-03-01,Madagascar,Ambovombe-androy,MGA,4169.27
6235,2026-04-01,Madagascar,Ambovombe-androy,MGA,4155.45
6236,2026-01-01,Madagascar,Amoron'I Mania (Region),MGA,4537.24
6237,2026-02-01,Madagascar,Amoron'I Mania (Region),MGA,4369.62
6238,2026-03-01,Madagascar,Amoron'I Mania (Region),MGA,4169.27
6239,2026-04-01,Madagascar,Amoron'I Mania (Region),MGA,4155.45
6240,2026-01-01,Madagascar,Ampamata,MGA,4537.24
6241,2026-02-01,Madagascar,Ampamata,MGA,4369.62
6242,2026-03-01,Madagascar,Ampamata,MGA,4169.27
6243,2026-04-01,Madagascar,Ampamata,MGA,4155.45
6244,2026-01-01,Madagascar,Ampaneva,MGA,4537.24
6245,2026-02-01,Madagascar,Ampaneva,MGA,4369.62
6246,2026-03-01,Madagascar,Ampaneva,MGA,4169.27
6247,2026-04-01,Madagascar,Ampaneva,MGA,4155.45
6248,2026-01-01,Madagascar,Ampanihy,MGA,4537.24
6249,2026-02-01,Madagascar,Ampanihy,MGA,4369.62
6250,2026-03-01,Madagascar,Ampanihy,MGA,4169.27
6251,2026-04-01,Madagascar,Ampanihy,MGA,4155.45
6252,2026-01-01,Madagascar,Amparaky,MGA,4537.24
6253,2026-02-01,Madagascar,Amparaky,MGA,4369.62
6254,2026-03-01,Madagascar,Amparaky,MGA,4169.27
6255,2026-04-01,Madagascar,Amparaky,MGA,4155.45
6256,2026-01-01,Madagascar,Ampasimalemy,MGA,4537.24
6257,2026-02-01,Madagascar,Ampasimalemy,MGA,4369.62
6258,2026-03-01,Madagascar,Ampasimalemy,MGA,4169.27
6259,2026-04-01,Madagascar,Ampasimalemy,MGA,4155.45
6260,2026-01-01,Madagascar,Ampasimanjeva,MGA,4537.24
6261,2026-02-01,Madagascar,Ampasimanjeva,MGA,4369.62
6262,2026-03-01,Madagascar,Ampasimanjeva,MGA,4169.27
6263,2026-04-01,Madagascar,Ampasimanjeva,MGA,4155.45
6264,2026-01-01,Madagascar,Ampasinambo,MGA,4537.24
6265,2026-02-01,Madagascar,Ampasinambo,MGA,4369.62
6266,2026-03-01,Madagascar,Ampasinambo,MGA,4169.27
6267,2026-04-01,Madagascar,Ampasinambo,MGA,4155.45
6268,2026-01-01,Madagascar,Ampasindava,MGA,4537.24
6269,2026-02-01,Madagascar,Ampasindava,MGA,4369.62
6270,2026-03-01,Madagascar,Ampasindava,MGA,4169.27
6271,2026-04-01,Madagascar,Ampasindava,MGA,4155.45
6272,2026-01-01,Madagascar,Ampasy Nahampoana,MGA,4537.24
6273,2026-02-01,Madagascar,Ampasy Nahampoana,MGA,4369.62
6274,2026-03-01,Madagascar,Ampasy Nahampoana,MGA,4169.27
6275,2026-04-01,Madagascar,Ampasy Nahampoana,MGA,4155.45
6276,2026-01-01,Madagascar,Ampataka,MGA,4537.24
6277,2026-02-01,Madagascar,Ampataka,MGA,4369.62
6278,2026-03-01,Madagascar,Ampataka,MGA,4169.27
6279,2026-04-01,Madagascar,Ampataka,MGA,4155.45
6280,2026-01-01,Madagascar,Ampefy,MGA,4537.24
6281,2026-02-01,Madagascar,Ampefy,MGA,4369.62
6282,2026-03-01,Madagascar,Ampefy,MGA,4169.27
6283,2026-04-01,Madagascar,Ampefy,MGA,4155.45
6284,2026-01-01,Madagascar,Anakao,MGA,4537.24
6285,2026-02-01,Madagascar,Anakao,MGA,4369.62
6286,2026-03-01,Madagascar,Anakao,MGA,4169.27
6287,2026-04-01,Madagascar,Anakao,MGA,4155.45
6288,2026-01-01,Madagascar,Analamanga (Region),MGA,4537.24
6289,2026-02-01,Madagascar,Analamanga (Region),MGA,4369.62
6290,2026-03-01,Madagascar,Analamanga (Region),MGA,4169.27
6291,2026-04-01,Madagascar,Analamanga (Region),MGA,4155.45
6292,2026-01-01,Madagascar,Analamary,MGA,4537.24
6293,2026-02-01,Madagascar,Analamary,MGA,4369.62
6294,2026-03-01,Madagascar,Analamary,MGA,4169.27
6295,2026-04-01,Madagascar,Analamary,MGA,4155.45
6296,2026-01-01,Madagascar,Analamary Bepia,MGA,4537.24
6297,2026-02-01,Madagascar,Analamary Bepia,MGA,4369.62
6298,2026-03-01,Madagascar,Analamary Bepia,MGA,4169.27
6299,2026-04-01,Madagascar,Analamary Bepia,MGA,4155.45
6300,2026-01-01,Madagascar,Analamisampy,MGA,4537.24
6301,2026-02-01,Madagascar,Analamisampy,MGA,4369.62
6302,2026-03-01,Madagascar,Analamisampy,MGA,4169.27
6303,2026-04-01,Madagascar,Analamisampy,MGA,4155.45
6304,2026-01-01,Madagascar,Analampasina,MGA,4537.24
6305,2026-02-01,Madagascar,Analampasina,MGA,4369.62
6306,2026-03-01,Madagascar,Analampasina,MGA,4169.27
6307,2026-04-01,Madagascar,Analampasina,MGA,4155.45
6308,2026-01-01,Madagascar,Analanjirofo (Region),MGA,4537.24
6309,2026-02-01,Madagascar,Analanjirofo (Region),MGA,4369.62
6310,2026-03-01,Madagascar,Analanjirofo (Region),MGA,4169.27
6311,2026-04-01,Madagascar,Analanjirofo (Region),MGA,4155.45
6312,2026-01-01,Madagascar,Analapatsy,MGA,4537.24
6313,2026-02-01,Madagascar,Analapatsy,MGA,4369.62
6314,2026-03-01,Madagascar,Analapatsy,MGA,4169.27
6315,2026-04-01,Madagascar,Analapatsy,MGA,4155.45
6316,2026-01-01,Madagascar,Analavory,MGA,4537.24
6317,2026-02-01,Madagascar,Analavory,MGA,4369.62
6318,2026-03-01,Madagascar,Analavory,MGA,4169.27
6319,2026-04-01,Madagascar,Analavory,MGA,4155.45
6320,2026-01-01,Madagascar,Anandravy,MGA,4537.24
6321,2026-02-01,Madagascar,Anandravy,MGA,4369.62
6322,2026-03-01,Madagascar,Anandravy,MGA,4169.27
6323,2026-04-01,Madagascar,Anandravy,MGA,4155.45
6324,2026-01-01,Madagascar,Anavoha,MGA,4537.24
6325,2026-02-01,Madagascar,Anavoha,MGA,4369.62
6326,2026-03-01,Madagascar,Anavoha,MGA,4169.27
6327,2026-04-01,Madagascar,Anavoha,MGA,4155.45
6328,2026-01-01,Madagascar,Andakana,MGA,4537.24
6329,2026-02-01,Madagascar,Andakana,MGA,4369.62
6330,2026-03-01,Madagascar,Andakana,MGA,4169.27
6331,2026-04-01,Madagascar,Andakana,MGA,4155.45
6332,2026-01-01,Madagascar,Andalatanosy,MGA,4537.24
6333,2026-02-01,Madagascar,Andalatanosy,MGA,4369.62
6334,2026-03-01,Madagascar,Andalatanosy,MGA,4169.27
6335,2026-04-01,Madagascar,Andalatanosy,MGA,4155.45
6336,2026-01-01,Madagascar,Andamasiny Vineta,MGA,4537.24
6337,2026-02-01,Madagascar,Andamasiny Vineta,MGA,4369.62
6338,2026-03-01,Madagascar,Andamasiny Vineta,MGA,4169.27
6339,2026-04-01,Madagascar,Andamasiny Vineta,MGA,4155.45
6340,2026-01-01,Madagascar,Andara,MGA,4537.24
6341,2026-02-01,Madagascar,Andara,MGA,4369.62
6342,2026-03-01,Madagascar,Andara,MGA,4169.27
6343,2026-04-01,Madagascar,Andara,MGA,4155.45
6344,2026-01-01,Madagascar,Andemaka,MGA,4537.24
6345,2026-02-01,Madagascar,Andemaka,MGA,4369.62
6346,2026-03-01,Madagascar,Andemaka,MGA,4169.27
6347,2026-04-01,Madagascar,Andemaka,MGA,4155.45
6348,2026-01-01,Madagascar,Andonabe,MGA,4537.24
6349,2026-02-01,Madagascar,Andonabe,MGA,4369.62
6350,2026-03-01,Madagascar,Andonabe,MGA,4169.27
6351,2026-04-01,Madagascar,Andonabe,MGA,4155.45
6352,2026-01-01,Madagascar,Andragnanivo,MGA,4537.24
6353,2026-02-01,Madagascar,Andragnanivo,MGA,4369.62
6354,2026-03-01,Madagascar,Andragnanivo,MGA,4169.27
6355,2026-04-01,Madagascar,Andragnanivo,MGA,4155.45
6356,2026-01-01,Madagascar,Andranambolava,MGA,4537.24
6357,2026-02-01,Madagascar,Andranambolava,MGA,4369.62
6358,2026-03-01,Madagascar,Andranambolava,MGA,4169.27
6359,2026-04-01,Madagascar,Andranambolava,MGA,4155.45
6360,2026-01-01,Madagascar,Andranobory,MGA,4537.24
6361,2026-02-01,Madagascar,Andranobory,MGA,4369.62
6362,2026-03-01,Madagascar,Andranobory,MGA,4169.27
6363,2026-04-01,Madagascar,Andranobory,MGA,4155.45
6364,2026-01-01,Madagascar,Andranolalina,MGA,4537.24
6365,2026-02-01,Madagascar,Andranolalina,MGA,4369.62
6366,2026-03-01,Madagascar,Andranolalina,MGA,4169.27
6367,2026-04-01,Madagascar,Andranolalina,MGA,4155.45
6368,2026-01-01,Madagascar,Andranolava,MGA,4537.24
6369,2026-02-01,Madagascar,Andranolava,MGA,4369.62
6370,2026-03-01,Madagascar,Andranolava,MGA,4169.27
6371,2026-04-01,Madagascar,Andranolava,MGA,4155.45
6372,2026-01-01,Madagascar,Andranomangatsiaka,MGA,4537.24
6373,2026-02-01,Madagascar,Andranomangatsiaka,MGA,4369.62
6374,2026-03-01,Madagascar,Andranomangatsiaka,MGA,4169.27
6375,2026-04-01,Madagascar,Andranomangatsiaka,MGA,4155.45
6376,2026-01-01,Madagascar,Andranomavo,MGA,4537.24
6377,2026-02-01,Madagascar,Andranomavo,MGA,4369.62
6378,2026-03-01,Madagascar,Andranomavo,MGA,4169.27
6379,2026-04-01,Madagascar,Andranomavo,MGA,4155.45
6380,2026-01-01,Madagascar,Andranovory,MGA,4537.24
6381,2026-02-01,Madagascar,Andranovory,MGA,4369.62
6382,2026-03-01,Madagascar,Andranovory,MGA,4169.27
6383,2026-04-01,Madagascar,Andranovory,MGA,4155.45
6384,2026-01-01,Madagascar,Andriandampy,MGA,4537.24
6385,2026-02-01,Madagascar,Andriandampy,MGA,4369.62
6386,2026-03-01,Madagascar,Andriandampy,MGA,4169.27
6387,2026-04-01,Madagascar,Andriandampy,MGA,4155.45
6388,2026-01-01,Madagascar,Androimpano,MGA,4537.24
6389,2026-02-01,Madagascar,Androimpano,MGA,4369.62
6390,2026-03-01,Madagascar,Androimpano,MGA,4169.27
6391,2026-04-01,Madagascar,Androimpano,MGA,4155.45
6392,2026-01-01,Madagascar,Androka,MGA,4537.24
6393,2026-02-01,Madagascar,Androka,MGA,4369.62
6394,2026-03-01,Madagascar,Androka,MGA,4169.27
6395,2026-04-01,Madagascar,Androka,MGA,4155.45
6396,2026-01-01,Madagascar,Androrangavola,MGA,4537.24
6397,2026-02-01,Madagascar,Androrangavola,MGA,4369.62
6398,2026-03-01,Madagascar,Androrangavola,MGA,4169.27
6399,2026-04-01,Madagascar,Androrangavola,MGA,4155.45
6400,2026-01-01,Madagascar,Androy (Region),MGA,4537.24
6401,2026-02-01,Madagascar,Androy (Region),MGA,4369.62
6402,2026-03-01,Madagascar,Androy (Region),MGA,4169.27
6403,2026-04-01,Madagascar,Androy (Region),MGA,4155.45
6404,2026-01-01,Madagascar,Anilobe,MGA,4537.24
6405,2026-02-01,Madagascar,Anilobe,MGA,4369.62
6406,2026-03-01,Madagascar,Anilobe,MGA,4169.27
6407,2026-04-01,Madagascar,Anilobe,MGA,4155.45
6408,2026-01-01,Madagascar,Anivorano Mitsinjo,MGA,4537.24
6409,2026-02-01,Madagascar,Anivorano Mitsinjo,MGA,4369.62
6410,2026-03-01,Madagascar,Anivorano Mitsinjo,MGA,4169.27
6411,2026-04-01,Madagascar,Anivorano Mitsinjo,MGA,4155.45
6412,2026-01-01,Madagascar,Anja Nord,MGA,4537.24
6413,2026-02-01,Madagascar,Anja Nord,MGA,4369.62
6414,2026-03-01,Madagascar,Anja Nord,MGA,4169.27
6415,2026-04-01,Madagascar,Anja Nord,MGA,4155.45
6416,2026-01-01,Madagascar,Anjamarotea,MGA,4537.24
6417,2026-02-01,Madagascar,Anjamarotea,MGA,4369.62
6418,2026-03-01,Madagascar,Anjamarotea,MGA,4169.27
6419,2026-04-01,Madagascar,Anjamarotea,MGA,4155.45
6420,2026-01-01,Madagascar,Anjapaly,MGA,4537.24
6421,2026-02-01,Madagascar,Anjapaly,MGA,4369.62
6422,2026-03-01,Madagascar,Anjapaly,MGA,4169.27
6423,2026-04-01,Madagascar,Anjapaly,MGA,4155.45
6424,2026-01-01,Madagascar,Anjeky Ankilikira,MGA,4537.24
6425,2026-02-01,Madagascar,Anjeky Ankilikira,MGA,4369.62
6426,2026-03-01,Madagascar,Anjeky Ankilikira,MGA,4169.27
6427,2026-04-01,Madagascar,Anjeky Ankilikira,MGA,4155.45
6428,2026-01-01,Madagascar,Anjozorobe,MGA,4537.24
6429,2026-02-01,Madagascar,Anjozorobe,MGA,4369.62
6430,2026-03-01,Madagascar,Anjozorobe,MGA,4169.27
6431,2026-04-01,Madagascar,Anjozorobe,MGA,4155.45
6432,2026-01-01,Madagascar,Ankaramena,MGA,4537.24
6433,2026-02-01,Madagascar,Ankaramena,MGA,4369.62
6434,2026-03-01,Madagascar,Ankaramena,MGA,4169.27
6435,2026-04-01,Madagascar,Ankaramena,MGA,4155.45
6436,2026-01-01,Madagascar,Ankaranabo Nord,MGA,4537.24
6437,2026-02-01,Madagascar,Ankaranabo Nord,MGA,4369.62
6438,2026-03-01,Madagascar,Ankaranabo Nord,MGA,4169.27
6439,2026-04-01,Madagascar,Ankaranabo Nord,MGA,4155.45
6440,2026-01-01,Madagascar,Ankariera,MGA,4537.24
6441,2026-02-01,Madagascar,Ankariera,MGA,4369.62
6442,2026-03-01,Madagascar,Ankariera,MGA,4169.27
6443,2026-04-01,Madagascar,Ankariera,MGA,4155.45
6444,2026-01-01,Madagascar,Ankarimbary,MGA,4537.24
6445,2026-02-01,Madagascar,Ankarimbary,MGA,4369.62
6446,2026-03-01,Madagascar,Ankarimbary,MGA,4169.27
6447,2026-04-01,Madagascar,Ankarimbary,MGA,4155.45
6448,2026-01-01,Madagascar,Ankarimbelo,MGA,4537.24
6449,2026-02-01,Madagascar,Ankarimbelo,MGA,4369.62
6450,2026-03-01,Madagascar,Ankarimbelo,MGA,4169.27
6451,2026-04-01,Madagascar,Ankarimbelo,MGA,4155.45
6452,2026-01-01,Madagascar,Ankatafana,MGA,4537.24
6453,2026-02-01,Madagascar,Ankatafana,MGA,4369.62
6454,2026-03-01,Madagascar,Ankatafana,MGA,4169.27
6455,2026-04-01,Madagascar,Ankatafana,MGA,4155.45
6456,2026-01-01,Madagascar,Ankatsakantsa atsimo_Nosy Ambositra,MGA,4537.24
6457,2026-02-01,Madagascar,Ankatsakantsa atsimo_Nosy Ambositra,MGA,4369.62
6458,2026-03-01,Madagascar,Ankatsakantsa atsimo_Nosy Ambositra,MGA,4169.27
6459,2026-04-01,Madagascar,Ankatsakantsa atsimo_Nosy Ambositra,MGA,4155.45
6460,2026-01-01,Madagascar,Ankazoabo Sud,MGA,4537.24
6461,2026-02-01,Madagascar,Ankazoabo Sud,MGA,4369.62
6462,2026-03-01,Madagascar,Ankazoabo Sud,MGA,4169.27
6463,2026-04-01,Madagascar,Ankazoabo Sud,MGA,4155.45
6464,2026-01-01,Madagascar,Ankazomanga Ouest,MGA,4537.24
6465,2026-02-01,Madagascar,Ankazomanga Ouest,MGA,4369.62
6466,2026-03-01,Madagascar,Ankazomanga Ouest,MGA,4169.27
6467,2026-04-01,Madagascar,Ankazomanga Ouest,MGA,4155.45
6468,2026-01-01,Madagascar,Ankazombalala,MGA,4537.24
6469,2026-02-01,Madagascar,Ankazombalala,MGA,4369.62
6470,2026-03-01,Madagascar,Ankazombalala,MGA,4169.27
6471,2026-04-01,Madagascar,Ankazombalala,MGA,4155.45
6472,2026-01-01,Madagascar,Ankazovelo,MGA,4537.24
6473,2026-02-01,Madagascar,Ankazovelo,MGA,4369.62
6474,2026-03-01,Madagascar,Ankazovelo,MGA,4169.27
6475,2026-04-01,Madagascar,Ankazovelo,MGA,4155.45
6476,2026-01-01,Madagascar,Ankeriky,MGA,4537.24
6477,2026-02-01,Madagascar,Ankeriky,MGA,4369.62
6478,2026-03-01,Madagascar,Ankeriky,MGA,4169.27
6479,2026-04-01,Madagascar,Ankeriky,MGA,4155.45
6480,2026-01-01,Madagascar,Ankiliabo,MGA,4537.24
6481,2026-02-01,Madagascar,Ankiliabo,MGA,4369.62
6482,2026-03-01,Madagascar,Ankiliabo,MGA,4169.27
6483,2026-04-01,Madagascar,Ankiliabo,MGA,4155.45
6484,2026-01-01,Madagascar,Ankililoaka,MGA,4537.24
6485,2026-02-01,Madagascar,Ankililoaka,MGA,4369.62
6486,2026-03-01,Madagascar,Ankililoaka,MGA,4169.27
6487,2026-04-01,Madagascar,Ankililoaka,MGA,4155.45
6488,2026-01-01,Madagascar,Ankilimalinike,MGA,4537.24
6489,2026-02-01,Madagascar,Ankilimalinike,MGA,4369.62
6490,2026-03-01,Madagascar,Ankilimalinike,MGA,4169.27
6491,2026-04-01,Madagascar,Ankilimalinike,MGA,4155.45
6492,2026-01-01,Madagascar,Ankilimary,MGA,4537.24
6493,2026-02-01,Madagascar,Ankilimary,MGA,4369.62
6494,2026-03-01,Madagascar,Ankilimary,MGA,4169.27
6495,2026-04-01,Madagascar,Ankilimary,MGA,4155.45
6496,2026-01-01,Madagascar,Ankilimivory,MGA,4537.24
6497,2026-02-01,Madagascar,Ankilimivory,MGA,4369.62
6498,2026-03-01,Madagascar,Ankilimivory,MGA,4169.27
6499,2026-04-01,Madagascar,Ankilimivory,MGA,4155.45
6500,2026-01-01,Madagascar,Ankilivalo,MGA,4537.24
6501,2026-02-01,Madagascar,Ankilivalo,MGA,4369.62
6502,2026-03-01,Madagascar,Ankilivalo,MGA,4169.27
6503,2026-04-01,Madagascar,Ankilivalo,MGA,4155.45
6504,2026-01-01,Madagascar,Ankilivalokely,MGA,4537.24
6505,2026-02-01,Madagascar,Ankilivalokely,MGA,4369.62
6506,2026-03-01,Madagascar,Ankilivalokely,MGA,4169.27
6507,2026-04-01,Madagascar,Ankilivalokely,MGA,4155.45
6508,2026-01-01,Madagascar,Ankilizato,MGA,4537.24
6509,2026-02-01,Madagascar,Ankilizato,MGA,4369.62
6510,2026-03-01,Madagascar,Ankilizato,MGA,4169.27
6511,2026-04-01,Madagascar,Ankilizato,MGA,4155.45
6512,2026-01-01,Madagascar,Ankisabe,MGA,4537.24
6513,2026-02-01,Madagascar,Ankisabe,MGA,4369.62
6514,2026-03-01,Madagascar,Ankisabe,MGA,4169.27
6515,2026-04-01,Madagascar,Ankisabe,MGA,4155.45
6516,2026-01-01,Madagascar,Anoloka,MGA,4537.24
6517,2026-02-01,Madagascar,Anoloka,MGA,4369.62
6518,2026-03-01,Madagascar,Anoloka,MGA,4169.27
6519,2026-04-01,Madagascar,Anoloka,MGA,4155.45
6520,2026-01-01,Madagascar,Anosiala,MGA,4537.24
6521,2026-02-01,Madagascar,Anosiala,MGA,4369.62
6522,2026-03-01,Madagascar,Anosiala,MGA,4169.27
6523,2026-04-01,Madagascar,Anosiala,MGA,4155.45
6524,2026-01-01,Madagascar,Anosibe Ifanja,MGA,4537.24
6525,2026-02-01,Madagascar,Anosibe Ifanja,MGA,4369.62
6526,2026-03-01,Madagascar,Anosibe Ifanja,MGA,4169.27
6527,2026-04-01,Madagascar,Anosibe Ifanja,MGA,4155.45
6528,2026-01-01,Madagascar,Anosimparihy,MGA,4537.24
6529,2026-02-01,Madagascar,Anosimparihy,MGA,4369.62
6530,2026-03-01,Madagascar,Anosimparihy,MGA,4169.27
6531,2026-04-01,Madagascar,Anosimparihy,MGA,4155.45
6532,2026-01-01,Madagascar,Anosivelo,MGA,4537.24
6533,2026-02-01,Madagascar,Anosivelo,MGA,4369.62
6534,2026-03-01,Madagascar,Anosivelo,MGA,4169.27
6535,2026-04-01,Madagascar,Anosivelo,MGA,4155.45
6536,2026-01-01,Madagascar,Anosy (Region),MGA,4537.24
6537,2026-02-01,Madagascar,Anosy (Region),MGA,4369.62
6538,2026-03-01,Madagascar,Anosy (Region),MGA,4169.27
6539,2026-04-01,Madagascar,Anosy (Region),MGA,4155.45
6540,2026-01-01,Madagascar,Anosy Tsararafa,MGA,4537.24
6541,2026-02-01,Madagascar,Anosy Tsararafa,MGA,4369.62
6542,2026-03-01,Madagascar,Anosy Tsararafa,MGA,4169.27
6543,2026-04-01,Madagascar,Anosy Tsararafa,MGA,4155.45
6544,2026-01-01,Madagascar,Antaly,MGA,4537.24
6545,2026-02-01,Madagascar,Antaly,MGA,4369.62
6546,2026-03-01,Madagascar,Antaly,MGA,4169.27
6547,2026-04-01,Madagascar,Antaly,MGA,4155.45
6548,2026-01-01,Madagascar,Antananabo,MGA,4537.24
6549,2026-02-01,Madagascar,Antananabo,MGA,4369.62
6550,2026-03-01,Madagascar,Antananabo,MGA,4169.27
6551,2026-04-01,Madagascar,Antananabo,MGA,4155.45
6552,2026-01-01,Madagascar,Antananarivo,MGA,4537.24
6553,2026-02-01,Madagascar,Antananarivo,MGA,4369.62
6554,2026-03-01,Madagascar,Antananarivo,MGA,4169.27
6555,2026-04-01,Madagascar,Antananarivo,MGA,4155.45
6556,2026-01-01,Madagascar,Antanetibe,MGA,4537.24
6557,2026-02-01,Madagascar,Antanetibe,MGA,4369.62
6558,2026-03-01,Madagascar,Antanetibe,MGA,4169.27
6559,2026-04-01,Madagascar,Antanetibe,MGA,4155.45
6560,2026-01-01,Madagascar,Antanimena Onilahy,MGA,4537.24
6561,2026-02-01,Madagascar,Antanimena Onilahy,MGA,4369.62
6562,2026-03-01,Madagascar,Antanimena Onilahy,MGA,4169.27
6563,2026-04-01,Madagascar,Antanimena Onilahy,MGA,4155.45
6564,2026-01-01,Madagascar,Antanimieva,MGA,4537.24
6565,2026-02-01,Madagascar,Antanimieva,MGA,4369.62
6566,2026-03-01,Madagascar,Antanimieva,MGA,4169.27
6567,2026-04-01,Madagascar,Antanimieva,MGA,4155.45
6568,2026-01-01,Madagascar,Antanimora Atsimo,MGA,4537.24
6569,2026-02-01,Madagascar,Antanimora Atsimo,MGA,4369.62
6570,2026-03-01,Madagascar,Antanimora Atsimo,MGA,4169.27
6571,2026-04-01,Madagascar,Antanimora Atsimo,MGA,4155.45
6572,2026-01-01,Madagascar,Antaninarenina,MGA,4537.24
6573,2026-02-01,Madagascar,Antaninarenina,MGA,4369.62
6574,2026-03-01,Madagascar,Antaninarenina,MGA,4169.27
6575,2026-04-01,Madagascar,Antaninarenina,MGA,4155.45
6576,2026-01-01,Madagascar,Antaritarika,MGA,4537.24
6577,2026-02-01,Madagascar,Antaritarika,MGA,4369.62
6578,2026-03-01,Madagascar,Antaritarika,MGA,4169.27
6579,2026-04-01,Madagascar,Antaritarika,MGA,4155.45
6580,2026-01-01,Madagascar,Antenimbe,MGA,4537.24
6581,2026-02-01,Madagascar,Antenimbe,MGA,4369.62
6582,2026-03-01,Madagascar,Antenimbe,MGA,4169.27
6583,2026-04-01,Madagascar,Antenimbe,MGA,4155.45
6584,2026-01-01,Madagascar,Antoby Est,MGA,4537.24
6585,2026-02-01,Madagascar,Antoby Est,MGA,4369.62
6586,2026-03-01,Madagascar,Antoby Est,MGA,4169.27
6587,2026-04-01,Madagascar,Antoby Est,MGA,4155.45
6588,2026-01-01,Madagascar,Antodinga,MGA,4537.24
6589,2026-02-01,Madagascar,Antodinga,MGA,4369.62
6590,2026-03-01,Madagascar,Antodinga,MGA,4169.27
6591,2026-04-01,Madagascar,Antodinga,MGA,4155.45
6592,2026-01-01,Madagascar,Antohabato,MGA,4537.24
6593,2026-02-01,Madagascar,Antohabato,MGA,4369.62
6594,2026-03-01,Madagascar,Antohabato,MGA,4169.27
6595,2026-04-01,Madagascar,Antohabato,MGA,4155.45
6596,2026-01-01,Madagascar,Antokoboritelo,MGA,4537.24
6597,2026-02-01,Madagascar,Antokoboritelo,MGA,4369.62
6598,2026-03-01,Madagascar,Antokoboritelo,MGA,4169.27
6599,2026-04-01,Madagascar,Antokoboritelo,MGA,4155.45
6600,2026-01-01,Madagascar,Antokonala,MGA,4537.24
6601,2026-02-01,Madagascar,Antokonala,MGA,4369.62
6602,2026-03-01,Madagascar,Antokonala,MGA,4169.27
6603,2026-04-01,Madagascar,Antokonala,MGA,4155.45
6604,2026-01-01,Madagascar,Antondabe,MGA,4537.24
6605,2026-02-01,Madagascar,Antondabe,MGA,4369.62
6606,2026-03-01,Madagascar,Antondabe,MGA,4169.27
6607,2026-04-01,Madagascar,Antondabe,MGA,4155.45
6608,2026-01-01,Madagascar,Antondinga,MGA,4537.24
6609,2026-02-01,Madagascar,Antondinga,MGA,4369.62
6610,2026-03-01,Madagascar,Antondinga,MGA,4169.27
6611,2026-04-01,Madagascar,Antondinga,MGA,4155.45
6612,2026-01-01,Madagascar,Antongo Vaovao,MGA,4537.24
6613,2026-02-01,Madagascar,Antongo Vaovao,MGA,4369.62
6614,2026-03-01,Madagascar,Antongo Vaovao,MGA,4169.27
6615,2026-04-01,Madagascar,Antongo Vaovao,MGA,4155.45
6616,2026-01-01,Madagascar,Antsahalalina,MGA,4537.24
6617,2026-02-01,Madagascar,Antsahalalina,MGA,4369.62
6618,2026-03-01,Madagascar,Antsahalalina,MGA,4169.27
6619,2026-04-01,Madagascar,Antsahalalina,MGA,4155.45
6620,2026-01-01,Madagascar,Antsakoamaro,MGA,4537.24
6621,2026-02-01,Madagascar,Antsakoamaro,MGA,4369.62
6622,2026-03-01,Madagascar,Antsakoamaro,MGA,4169.27
6623,2026-04-01,Madagascar,Antsakoamaro,MGA,4155.45
6624,2026-01-01,Madagascar,Antsapanana,MGA,4537.24
6625,2026-02-01,Madagascar,Antsapanana,MGA,4369.62
6626,2026-03-01,Madagascar,Antsapanana,MGA,4169.27
6627,2026-04-01,Madagascar,Antsapanana,MGA,4155.45
6628,2026-01-01,Madagascar,Antsavoa,MGA,4537.24
6629,2026-02-01,Madagascar,Antsavoa,MGA,4369.62
6630,2026-03-01,Madagascar,Antsavoa,MGA,4169.27
6631,2026-04-01,Madagascar,Antsavoa,MGA,4155.45
6632,2026-01-01,Madagascar,Antsenavolo,MGA,4537.24
6633,2026-02-01,Madagascar,Antsenavolo,MGA,4369.62
6634,2026-03-01,Madagascar,Antsenavolo,MGA,4169.27
6635,2026-04-01,Madagascar,Antsenavolo,MGA,4155.45
6636,2026-01-01,Madagascar,Antseranambe,MGA,4537.24
6637,2026-02-01,Madagascar,Antseranambe,MGA,4369.62
6638,2026-03-01,Madagascar,Antseranambe,MGA,4169.27
6639,2026-04-01,Madagascar,Antseranambe,MGA,4155.45
6640,2026-01-01,Madagascar,Arivonimamo,MGA,4537.24
6641,2026-02-01,Madagascar,Arivonimamo,MGA,4369.62
6642,2026-03-01,Madagascar,Arivonimamo,MGA,4169.27
6643,2026-04-01,Madagascar,Arivonimamo,MGA,4155.45
6644,2026-01-01,Madagascar,Atsimo Andrefana (Region),MGA,4537.24
6645,2026-02-01,Madagascar,Atsimo Andrefana (Region),MGA,4369.62
6646,2026-03-01,Madagascar,Atsimo Andrefana (Region),MGA,4169.27
6647,2026-04-01,Madagascar,Atsimo Andrefana (Region),MGA,4155.45
6648,2026-01-01,Madagascar,Atsimo Atsinanana (Region),MGA,4537.24
6649,2026-02-01,Madagascar,Atsimo Atsinanana (Region),MGA,4369.62
